Name,VRM_Category__c,VRM_SubCategory__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c,VRM_External_Id__c
FaultCode177,Control Technology,Control Panel Upgrades,Excessive Steering-Replace Component-1.5hr,Active,Control Technology-Control Panel Upgrades-Excessive Steering-Replace Component-1.5hr
FaultCode178,Control Technology,Control Panel Upgrades,Fuse Block Defective-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Fuse Block Defective-Replace Component-1hr
FaultCode179,Control Technology,Control Panel Upgrades,Grounding Block Defective-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Grounding Block Defective-Replace Component-1hr
FaultCode180,Control Technology,Control Panel Upgrades,Housing Damaged-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Housing Damaged-Replace Component-1hr
FaultCode181,Control Technology,Control Panel Upgrades,Inconsistent Position-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Inconsistent Position-Replace Component-1hr
FaultCode182,Control Technology,Control Panel Upgrades,Incorrect Resistance Reading-Replace Component-1.5hr,Active,Control Technology-Control Panel Upgrades-Incorrect Resistance Reading-Replace Component-1.5hr
FaultCode183,Control Technology,Control Panel Upgrades,Intermittent Operations-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Intermittent Operations-Replace Component-1hr
FaultCode184,Control Technology,Control Panel Upgrades,Leads corroded/broken-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Leads corroded/broken-Replace Component-1hr
FaultCode185,Control Technology,Control Panel Upgrades,Other -- Fill in Comments-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Other - Fill in Comments-Replace Component-1hr
FaultCode186,Control Technology,Control Panel Upgrades,Resolver Input Error-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Resolver Input Error-Replace Component-1hr
FaultCode187,Control Technology,Control Panel Upgrades,Resolver Volts Incorrect-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Resolver Volts Incorrect-Replace Component-1hr
FaultCode188,Control Technology,Control Panel Upgrades,Shipment Damage-Replace Component-0hr,Active,Control Technology-Control Panel Upgrades-Shipment Damage-Replace Component-0hr
FaultCode189,Control Technology,Control Panel Upgrades,Signal Weak-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Signal Weak-Replace Component-1hr
FaultCode190,Control Technology,Control Panel Upgrades,Won't Break Safety-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Won't Break Safety-Replace Component-1hr
FaultCode191,Control Technology,Control Panel Upgrades,Won't Hold Safety-Replace Component-1hr,Active,Control Technology-Control Panel Upgrades-Won't Hold Safety-Replace Component-1hr
FaultCode192,Control Technology,Control Panel Upgrades,Won't Steer Forward-Replace Component-1.5hr,Active,Control Technology-Control Panel Upgrades-Won't Steer Forward-Replace Component-1.5hr
FaultCode193,Control Technology,Control Panel Upgrades,Won't Steer Reverse-Replace Component-1.5hr,Active,Control Technology-Control Panel Upgrades-Won't Steer Reverse-Replace Component-1.5hr
FaultCode194,Control Technology,Pump Control Options,Communication Failure-Replace Component-1hr,Active,Control Technology-Pump Control Options-Communication Failure-Replace Component-1hr
FaultCode195,Control Technology,Pump Control Options,Electrical Component Failure-Replace Component-1hr,Active,Control Technology-Pump Control Options-Electrical Component Failure-Replace Component-1hr
FaultCode196,Control Technology,Pump Control Options,Other -- Fill in Comments-Replace Component-1hr,Active,Control Technology-Pump Control Options-Other - Fill in Comments-Replace Component-1hr
FaultCode197,Control Technology,Pump Control Options,Part Dimensions Incorrect-Replace Component-1hr,Active,Control Technology-Pump Control Options-Part Dimensions Incorrect-Replace Component-1hr
FaultCode198,Control Technology,Pump Control Options,Shipment Damage-Replace Component-0hr,Active,Control Technology-Pump Control Options-Shipment Damage-Replace Component-0hr
FaultCode199,Control Technology,Telemetry,-12 Volt Power Supply-Replace Component-1hr,Active,Control Technology-Telemetry-12 Volt Power Supply-Replace Component-1hr
FaultCode200,Control Technology,Telemetry,5 Volt Power Supply-Replace Component-1hr,Active,Control Technology-Telemetry-5 Volt Power Supply-Replace Component-1hr
FaultCode201,Control Technology,Telemetry,Backlight Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Backlight Failure-Replace Component-1hr
FaultCode202,Control Technology,Telemetry,Cable End Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Cable End Failure-Replace Component-1hr
FaultCode203,Control Technology,Telemetry,Calibration changed/out of spec-Replace Component-1hr,Active,Control Technology-Telemetry-Calibration changed/out of spec-Replace Component-1hr
FaultCode204,Control Technology,Telemetry,Cold Solder Joint-Replace Component-1hr,Active,Control Technology-Telemetry-Cold Solder Joint-Replace Component-1hr
FaultCode205,Control Technology,Telemetry,Communication Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Communication Failure-Replace Component-1hr
FaultCode206,Control Technology,Telemetry,Contact Points Burned-Replace Component-1hr,Active,Control Technology-Telemetry-Contact Points Burned-Replace Component-1hr
FaultCode207,Control Technology,Telemetry,Contactor Chattering-Replace Component-1hr,Active,Control Technology-Telemetry-Contactor Chattering-Replace Component-1hr
FaultCode208,Control Technology,Telemetry,Contactor Locked in-Replace Component-1hr,Active,Control Technology-Telemetry-Contactor Locked in-Replace Component-1hr
FaultCode209,Control Technology,Telemetry,Contactor not pulling in-Replace Component-1hr,Active,Control Technology-Telemetry-Contactor not pulling in-Replace Component-1hr
FaultCode210,Control Technology,Telemetry,Display Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Display Failure-Replace Component-1hr
FaultCode211,Control Technology,Telemetry,Electrical Component Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Electrical Component Failure-Replace Component-1hr
FaultCode212,Control Technology,Telemetry,Electrical Specs Not Met-Replace Component-1hr,Active,Control Technology-Telemetry-Electrical Specs Not Met-Replace Component-1hr
FaultCode213,Control Technology,Telemetry,Encoder Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Encoder Failure-Replace Component-1hr
FaultCode214,Control Technology,Telemetry,Excessive Steering-Replace Component-1.5hr,Active,Control Technology-Telemetry-Excessive Steering-Replace Component-1.5hr
FaultCode215,Control Technology,Telemetry,External Connection Failure-Replace Component-1hr,Active,Control Technology-Telemetry-External Connection Failure-Replace Component-1hr
FaultCode216,Control Technology,Telemetry,Fuse Block Defective-Replace Component-1hr,Active,Control Technology-Telemetry-Fuse Block Defective-Replace Component-1hr
FaultCode217,Control Technology,Telemetry,Grounding Block Defective-Replace Component-1hr,Active,Control Technology-Telemetry-Grounding Block Defective-Replace Component-1hr
FaultCode218,Control Technology,Telemetry,Harness Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Harness Failure-Replace Component-1hr
FaultCode219,Control Technology,Telemetry,Housing Damaged-Replace Component-1hr,Active,Control Technology-Telemetry-Housing Damaged-Replace Component-1hr
FaultCode220,Control Technology,Telemetry,Incorrect Resistance Reading-Replace Component-1.5hr,Active,Control Technology-Telemetry-Incorrect Resistance Reading-Replace Component-1.5hr
FaultCode221,Control Technology,Telemetry,Intermittent Operations-Replace Component-1hr,Active,Control Technology-Telemetry-Intermittent Operations-Replace Component-1hr
FaultCode222,Control Technology,Telemetry,Keypad Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Keypad Failure-Replace Component-1hr
FaultCode223,Control Technology,Telemetry,Leads corroded/broken-Replace Component-1hr,Active,Control Technology-Telemetry-Leads corroded/broken-Replace Component-1hr
FaultCode224,Control Technology,Telemetry,Other -- Fill in Comments-Replace Component-1hr,Active,Control Technology-Telemetry-Other - Fill in Comments-Replace Component-1hr
FaultCode225,Control Technology,Telemetry,Part Dimensions Incorrect-Replace Component-1hr,Active,Control Technology-Telemetry-Part Dimensions Incorrect-Replace Component-1hr
FaultCode226,Control Technology,Telemetry,PCB Cracked-Replace Component-1hr,Active,Control Technology-Telemetry-PCB Cracked-Replace Component-1hr
FaultCode227,Control Technology,Telemetry,Pressure Reading Incorrect-Replace Component-1hr,Active,Control Technology-Telemetry-Pressure Reading Incorrect-Replace Component-1hr
FaultCode228,Control Technology,Telemetry,Relay Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Relay Failure-Replace Component-1hr
FaultCode229,Control Technology,Telemetry,Screen Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Screen Failure-Replace Component-1hr
FaultCode230,Control Technology,Telemetry,Shipment Damage-Replace Component-0hr,Active,Control Technology-Telemetry-Shipment Damage-Replace Component-0hr
FaultCode231,Control Technology,Telemetry,Signal Weak-Replace Component-1hr,Active,Control Technology-Telemetry-Signal Weak-Replace Component-1hr
FaultCode232,Control Technology,Telemetry,Trace Failure-Replace Component-1hr,Active,Control Technology-Telemetry-Trace Failure-Replace Component-1hr
FaultCode233,Control Technology,Telemetry,Voltage Display Inconsistent-Replace Component-1hr,Active,Control Technology-Telemetry-Voltage Display Inconsistent-Replace Component-1hr
FaultCode234,Control Technology,Telemetry,Won't Break Safety-Replace Component-1hr,Active,Control Technology-Telemetry-Won't Break Safety-Replace Component-1hr
FaultCode235,Control Technology,Telemetry,Won't Hold Safety-Replace Component-1hr,Active,Control Technology-Telemetry-Won't Hold Safety-Replace Component-1hr
FaultCode236,Control Technology,Telemetry,Won't Steer Forward-Replace Component-1hr,Active,Control Technology-Telemetry-Won't Steer Forward-Replace Component-1hr
FaultCode237,Control Technology,Telemetry,Won't Steer Reverse-Replace Component-1hr,Active,Control Technology-Telemetry-Won't Steer Reverse-Replace Component-1hr
FaultCode238,Control Technology,Valley Insights,Contact Warranty Department - Not within-Contact Warranty Department-0hr,Active,Control Technology-Valley Insights-Contact Warranty Department - Not within-Contact Warranty Department-0hr
FaultCode239,Corner,Air Compressor,Electrical Component Failure-Replace Component-1hr,Active,Corner-Air Compressor-Electrical Component Failure-Replace Component-1hr
FaultCode240,Corner,Air Compressor,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Corner-Air Compressor-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode241,Corner,Air Compressor,Finish Appearance Faulty-Replace Component-1hr,Active,Corner-Air Compressor-Finish Appearance Faulty-Replace Component-1hr
FaultCode242,Corner,Air Compressor,Galvanizing Quality-Replace Component-1hr,Active,Corner-Air Compressor-Galvanizing Quality-Replace Component-1hr
FaultCode243,Corner,Air Compressor,Hitch ball bolt failed-Replace Component-1hr,Active,Corner-Air Compressor-Hitch ball bolt failed-Replace Component-1hr
FaultCode244,Corner,Air Compressor,Mis-manufactured-Replace Component-1hr,Active,Corner-Air Compressor-Mis-manufactured-Replace Component-1hr
FaultCode245,Corner,Air Compressor,Other -- Fill in Comments-Replace Component-1hr,Active,Corner-Air Compressor-Other - Fill in Comments-Replace Component-1hr
FaultCode246,Corner,Air Compressor,Part Dimensions Incorrect-Replace Component-1hr,Active,Corner-Air Compressor-Part Dimensions Incorrect-Replace Component-1hr
FaultCode247,Corner,Air Compressor,Precision Corner Adjustment-Adjust Span Sensor-1hr,Active,Corner-Air Compressor-Precision Corner Adjustment-Adjust Span Sensor-1hr
FaultCode248,Corner,Air Compressor,Seam Split-Weld In Field-1hr,Active,Corner-Air Compressor-Seam Split-Weld In Field-1hr
FaultCode249,Corner,Air Compressor,Shipment Damage-Replace Component-0hr,Active,Corner-Air Compressor-Shipment Damage-Replace Component-0hr
FaultCode250,Corner,Air Compressor,Weld Failure-Replace Component-1hr,Active,Corner-Air Compressor-Weld Failure-Replace Component-1hr
FaultCode251,Corner,Air Compressor,Weld Failure-Weld In Field-1hr,Active,Corner-Air Compressor-Weld Failure-Weld In Field-1hr
FaultCode252,Corner,Air Compressor,Weld Missing-Weld In Field-1hr,Active,Corner-Air Compressor-Weld Missing-Weld In Field-1hr
FaultCode253,Corner,Air Compressor,Weld Missing-Replace Component-1hr,Active,Corner-Air Compressor-Weld Missing-Replace Component-1hr
FaultCode254,Corner,Below Ground Guidance,Excessive Steering-Replace Component-1.5hr,Active,Corner-Below Ground Guidance-Excessive Steering-Replace Component-1.5hr
FaultCode255,Corner,Below Ground Guidance,Incorrect Resistance Reading-Replace Component-1.5hr,Active,Corner-Below Ground Guidance-Incorrect Resistance Reading-Replace Component-1.5hr
FaultCode256,Corner,Below Ground Guidance,Other -- Fill in Comments-Replace Component-1hr,Active,Corner-Below Ground Guidance-Other - Fill in Comments-Replace Component-1hr
FaultCode257,Corner,Below Ground Guidance,Shipment Damage-Replace Component-0hr,Active,Corner-Below Ground Guidance-Shipment Damage-Replace Component-0hr
FaultCode258,Corner,Below Ground Guidance,Signal Weak-Replace Component-1.5hr,Active,Corner-Below Ground Guidance-Signal Weak-Replace Component-1.5hr
FaultCode259,Corner,Below Ground Guidance,Won't Break Safety-Replace Component-1hr,Active,Corner-Below Ground Guidance-Won't Break Safety-Replace Component-1hr
FaultCode260,Corner,Below Ground Guidance,Won't Hold Safety-Replace Component-1hr,Active,Corner-Below Ground Guidance-Won't Hold Safety-Replace Component-1hr
FaultCode261,Corner,Below Ground Guidance,Won't Steer Forward-Replace Component-1.5hr,Active,Corner-Below Ground Guidance-Won't Steer Forward-Replace Component-1.5hr
FaultCode262,Corner,Below Ground Guidance,Won't Steer Reverse-Replace Component-1.5hr,Active,Corner-Below Ground Guidance-Won't Steer Reverse-Replace Component-1.5hr
FaultCode263,Corner,Corner Sensor Box,Electrical Component Failure-Replace Component-1hr,Active,Corner-Corner Sensor Box-Electrical Component Failure-Replace Component-1hr
FaultCode264,Corner,Corner Sensor Box,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Corner-Corner Sensor Box-Factory Wiring Incorrect-Repair Wiring-1hr
